name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
Altiplano solar project IX,--,,Spain,11.6,operating,2023.0,,,38.6174,-1.3277,exact,Región de Murcia,L100001053624,G100001061418,GEM Global Solar Power Tracker Feb-2026
Altiplano solar project V,--,,Spain,2.3,operating,2022.0,,,38.4564,-1.2768,exact,Región de Murcia,L100001053254,G100001061048,GEM Global Solar Power Tracker Feb-2026
Altiplano solar project VI,--,,Spain,1.1,operating,2023.0,,,38.5431,-1.4866,exact,Región de Murcia,L100001053377,G100001061171,GEM Global Solar Power Tracker Feb-2026
Altiplano solar project VII,--,,Spain,6.2,operating,2024.0,,,38.6377,-1.0897,exact,Región de Murcia,L100001053497,G100001061291,GEM Global Solar Power Tracker Feb-2026
Altiplano solar project VIII,--,,Spain,2.6,operating,2025.0,,,38.5085,-1.3325,exact,Región de Murcia,L100001053614,G100001061408,GEM Global Solar Power Tracker Feb-2026
Altiplano solar project X,--,,Spain,4.6,operating,2023.0,,,38.4034,-1.4198,exact,Región de Murcia,L100001053738,G100001061532,GEM Global Solar Power Tracker Feb-2026
Alto Guadalentín solar project I,--,,Spain,2.4,operating,2024.0,,,37.4729,-1.5386,exact,Región de Murcia,L100001009818,G100001011188,GEM Global Solar Power Tracker Feb-2026
Alto Guadalentín solar project II,--,,Spain,14.7,operating,2021.0,,,37.5511,-1.7941,exact,Región de Murcia,L100001010268,G100001011638,GEM Global Solar Power Tracker Feb-2026
Alto Guadalentín solar project III,--,,Spain,8.5,operating,2021.0,,,37.5559,-1.7875,exact,Región de Murcia,L100001010393,G100001011763,GEM Global Solar Power Tracker Feb-2026
Alto Guadalentín solar project IV,--,,Spain,1.0,operating,2023.0,,,37.4576,-1.4938,exact,Región de Murcia,L100001053227,G100001061021,GEM Global Solar Power Tracker Feb-2026
Alto Guadalentín solar project V,--,,Spain,1.6,operating,2023.0,,,37.495,-1.8565,exact,Región de Murcia,L100001053403,G100001061197,GEM Global Solar Power Tracker Feb-2026
Altos de Libia solar farm,--,,Spain,15.0,operating,,Amarenco,,41.7669,-2.4755,approximate,Castilla y León,L100000824324,G100000827438,GEM Global Solar Power Tracker Feb-2026
Aluvión solar farm,--,,Spain,45.0,pre-construction,,Aluvión Solar,Ignis Energía SL [100%],40.5704,-3.0985,approximate,Castilla-La Mancha,L100000824325,G100000827439,GEM Global Solar Power Tracker Feb-2026
Alvarado solar farm (Spain),1,"Alvarado-La Risca 2 (Phase 2), Alvarado-La Risca 1 (Phase 1)",Spain,50.0,operating,2020.0,Solarpack,Bruc Iberia Energy Investment Partners [100%],38.8098,-6.7908,approximate,Extremadura,L100000805992,G100000806897,GEM Global Solar Power Tracker Feb-2026
Alvarado solar farm (Spain),2,"Alvarado-La Risca 2 (Phase 2), Alvarado-La Risca 1 (Phase 1)",Spain,50.0,operating,2020.0,Solarpack,Bruc Iberia Energy Investment Partners [100%],38.8098,-6.7908,approximate,Extremadura,L100000805992,G100000806898,GEM Global Solar Power Tracker Feb-2026
Alya solar farm,--,,Spain,47.2,pre-construction,,Energía Inagotable de Alya,Forestalia SL [100%],41.5424,0.2082,approximate,Aragón,L100000824326,G100000827440,GEM Global Solar Power Tracker Feb-2026
Amaltea solar farm,--,,Spain,49.5,pre-construction,,Energía Inagotable Amaltea,Forestalia SL [100%],41.5006,0.2078,approximate,Aragón,L100000824327,G100000827441,GEM Global Solar Power Tracker Feb-2026
Amazon 1 solar farm,--,,Spain,111.0,operating,2022.0,Amazon,Amazon [100%],39.5151,-6.3943,approximate,Extremadura,L100000824328,G100000827442,GEM Global Solar Power Tracker Feb-2026
Amazon Alamo solar farm,--,,Spain,100.0,operating,2022.0,Amazon,Amazon [100%],39.9144,-4.0319,approximate,Castilla-La Mancha,L100000824329,G100000827443,GEM Global Solar Power Tracker Feb-2026
Amazon Andalucia 2 solar farm,--,,Spain,59.0,construction,2026.0,Amazon,Amazon [100%],37.5306,-4.7529,approximate,Andalucía,L100000824330,G100000827444,GEM Global Solar Power Tracker Feb-2026
Amazon Antilia solar farm,--,,Spain,40.0,operating,2021.0,Amazon,Amazon [100%],41.2244,-3.9954,approximate,Castilla y León,L100000824331,G100000827445,GEM Global Solar Power Tracker Feb-2026
Amazon Arco solar farm,--,,Spain,137.5,operating,2021.0,Amazon,Amazon [100%],36.6902,-6.1323,approximate,Andalucía,L100000824332,G100000827446,GEM Global Solar Power Tracker Feb-2026
Amazon Armada solar farm,--,Armada Solar,Spain,82.5,operating,2021.0,Armada Solar,Amazon [100%],40.3386,-3.1914,approximate,Comunidad de Madrid,L100000824333,G100000827447,GEM Global Solar Power Tracker Feb-2026
Amazon Cabrera solar farm,--,,Spain,149.0,operating,2020.0,Amazon,Amazon [100%],37.3817,-5.9804,approximate,Andalucía,L100000824335,G100000827449,GEM Global Solar Power Tracker Feb-2026
Amazon Cuenca 3 solar farm,--,,Spain,152.0,shelved - inferred 2 y,,Amazon,Amazon [100%],40.0082,-2.591,approximate,Castilla-La Mancha,L100000824337,G100000827451,GEM Global Solar Power Tracker Feb-2026
Amazon Cáceres 3 solar farm,--,,Spain,364.0,shelved - inferred 2 y,,Amazon,Amazon [100%],39.275,-5.7165,approximate,Extremadura,L100000824336,G100000827450,GEM Global Solar Power Tracker Feb-2026
Amazon Hijar 1 solar farm,--,,Spain,49.0,operating,2021.0,Amazon,Amazon [100%],41.1757,-0.4536,approximate,Aragón,L100000824338,G100000827452,GEM Global Solar Power Tracker Feb-2026
Amazon Palencia solar farm,--,,Spain,28.6,announced,,Amazon,Amazon [100%],42.1525,-4.694,approximate,Castilla y León,L100000824339,G100000827453,GEM Global Solar Power Tracker Feb-2026
Amazon Solar Farm - Andalucia,1,,Spain,59.0,construction,2026.0,Amazon,Amazon [100%],38.7986,-6.2371,approximate,Extremadura,L100000805701,G100000806557,GEM Global Solar Power Tracker Feb-2026
Amazon Solar Farm - Extremadura,1,,Spain,111.0,construction,2027.0,Amazon,Amazon [100%],37.3943,-5.9984,approximate,Andalucía,L100000805702,G100000806558,GEM Global Solar Power Tracker Feb-2026
Amazon Villanueva solar farm,--,,Spain,40.0,operating,2021.0,Amazon,Amazon [100%],39.9467,-2.5984,approximate,Castilla-La Mancha,L100000824340,G100000827454,GEM Global Solar Power Tracker Feb-2026
Amazon Zaragoza solar farm,1,,Spain,50.0,operating,2021.0,Amazon,Amazon [100%],41.6517,-0.7839,approximate,Aragón,L100000805700,G100000806556,GEM Global Solar Power Tracker Feb-2026
Anclote solar farm,--,,Spain,62.5,pre-construction,,,Tejo Solar [100%],36.4327,-5.4519,approximate,Andalucía,L100000824343,G100000827457,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CC,--,,Spain,1.9,operating,2017.0,,,37.905,-3.1152,exact,Andalucía,L100001053422,G100001061216,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCI,--,,Spain,1.8,operating,2022.0,,,38.234,-3.0862,exact,Andalucía,L100001053423,G100001061217,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCII,--,,Spain,7.4,operating,2025.0,,,37.0007,-2.5648,exact,Andalucía,L100001053429,G100001061223,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCIII,--,,Spain,5.1,operating,2017.0,,,38.3481,-3.0176,exact,Andalucía,L100001053455,G100001061249,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCIV,--,,Spain,2.2,operating,2024.0,,,37.1073,-2.3517,exact,Andalucía,L100001053510,G100001061304,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCIX,--,,Spain,1.2,operating,2023.0,,,36.9486,-2.1578,exact,Andalucía,L100001053598,G100001061392,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCV,--,,Spain,2.8,operating,2022.0,,,38.2704,-5.1942,exact,Andalucía,L100001053514,G100001061308,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCVI,--,,Spain,1.9,operating,2023.0,,,36.8116,-2.6765,exact,Andalucía,L100001053523,G100001061317,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCVII,--,,Spain,1.3,operating,2024.0,,,37.4075,-5.5379,exact,Andalucía,L100001053528,G100001061322,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCVIII,--,,Spain,2.0,operating,2025.0,,,37.5945,-5.6629,exact,Andalucía,L100001053537,G100001061331,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCX,--,,Spain,2.4,operating,2024.0,,,37.3731,-4.7305,exact,Andalucía,L100001053605,G100001061399,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXI,--,,Spain,1.4,operating,2023.0,,,37.334,-2.0054,exact,Andalucía,L100001053613,G100001061407,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXII,--,,Spain,4.5,operating,2022.0,,,37.4574,-4.8267,exact,Andalucía,L100001053619,G100001061413,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXIII,--,,Spain,2.0,operating,2022.0,,,37.2507,-1.8101,exact,Andalucía,L100001053622,G100001061416,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXIV,--,,Spain,3.5,operating,2024.0,,,37.8614,-3.09,exact,Andalucía,L100001053668,G100001061462,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXIX,--,,Spain,4.7,operating,2017.0,,,37.2877,-5.5542,exact,Andalucía,L100001053810,G100001061604,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXV,--,,Spain,1.9,operating,2023.0,,,37.0999,-2.1987,exact,Andalucía,L100001053706,G100001061500,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXVI,--,,Spain,1.7,operating,2022.0,,,37.4964,-3.8205,exact,Andalucía,L100001053730,G100001061524,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXVII,--,,Spain,2.0,operating,2017.0,,,37.0163,-5.8069,exact,Andalucía,L100001053745,G100001061539,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXVIII,--,,Spain,2.7,operating,2017.0,,,37.213,-4.7678,exact,Andalucía,L100001053760,G100001061554,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXX,--,,Spain,4.1,operating,2025.0,,,37.9881,-4.0473,exact,Andalucía,L100001053846,G100001061640,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXXI,--,,Spain,2.5,operating,2023.0,,,38.2989,-5.3019,exact,Andalucía,L100001053852,G100001061646,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CCXXII,--,,Spain,1.0,operating,2022.0,,,37.8032,-5.061,exact,Andalucía,L100001053855,G100001061649,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CII,--,,Spain,9.6,operating,2024.0,,,37.3983,-4.7092,exact,Andalucía,L100001010149,G100001011519,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CIV,--,,Spain,5.3,operating,2021.0,,,37.3826,-4.7409,exact,Andalucía,L100001010158,G100001011528,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CIX,--,,Spain,8.6,operating,2020.0,,,37.7216,-5.4193,exact,Andalucía,L100001010163,G100001011533,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CL,--,,Spain,1.1,operating,2022.0,,,37.0797,-5.863,exact,Andalucía,L100001052839,G100001060633,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLI,--,,Spain,1.2,operating,2025.0,,,37.4865,-5.4652,exact,Andalucía,L100001052864,G100001060658,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLII,--,,Spain,3.9,operating,2024.0,,,37.4097,-5.7335,exact,Andalucía,L100001052871,G100001060665,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLIII,--,,Spain,3.9,operating,2023.0,,,37.2484,-5.5773,exact,Andalucía,L100001052879,G100001060673,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLIV,--,,Spain,3.5,operating,2024.0,,,38.044,-4.1195,exact,Andalucía,L100001052884,G100001060678,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLIX,--,,Spain,1.4,operating,2023.0,,,37.4674,-3.8811,exact,Andalucía,L100001052950,G100001060744,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLV,--,,Spain,1.5,operating,2023.0,,,37.2179,-4.7794,exact,Andalucía,L100001052906,G100001060700,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLVI,--,,Spain,2.7,operating,2023.0,,,37.7532,-5.2773,exact,Andalucía,L100001052920,G100001060714,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLVII,--,,Spain,14.5,operating,2024.0,,,37.5548,-5.6172,exact,Andalucía,L100001052935,G100001060729,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLVIII,--,,Spain,1.4,operating,2024.0,,,37.3211,-5.6978,exact,Andalucía,L100001052938,G100001060732,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLX,--,,Spain,2.1,operating,2017.0,,,37.2951,-5.7828,exact,Andalucía,L100001052959,G100001060753,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXI,--,,Spain,2.7,operating,2019.0,,,37.3811,-1.759,exact,Andalucía,L100001052963,G100001060757,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXII,--,,Spain,8.5,operating,2024.0,,,37.2896,-5.7079,exact,Andalucía,L100001052975,G100001060769,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXIII,--,,Spain,5.9,operating,2024.0,,,36.9144,-2.5304,exact,Andalucía,L100001053009,G100001060803,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXIV,--,,Spain,1.3,operating,2021.0,,,37.4049,-1.9658,exact,Andalucía,L100001053027,G100001060821,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXIX,--,,Spain,1.0,operating,2023.0,,,38.259,-3.5694,exact,Andalucía,L100001053086,G100001060880,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXV,--,,Spain,3.8,operating,2023.0,,,38.1658,-3.6212,exact,Andalucía,L100001053032,G100001060826,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXVI,--,,Spain,1.2,operating,2017.0,,,37.4539,-5.8626,exact,Andalucía,L100001053057,G100001060851,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXVII,--,,Spain,1.3,operating,2021.0,,,37.4146,-1.8165,exact,Andalucía,L100001053061,G100001060855,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXVIII,--,,Spain,1.0,operating,2023.0,,,37.4674,-5.2525,exact,Andalucía,L100001053077,G100001060871,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXX,--,,Spain,3.3,operating,2023.0,,,37.3095,-5.4576,exact,Andalucía,L100001053105,G100001060899,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXI,--,,Spain,3.2,operating,2017.0,,,37.0772,-5.6182,exact,Andalucía,L100001053115,G100001060909,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXII,--,,Spain,1.2,operating,2019.0,,,37.9579,-3.6456,exact,Andalucía,L100001053128,G100001060922,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXIII,--,,Spain,4.3,operating,2024.0,,,37.568,-5.9788,exact,Andalucía,L100001053132,G100001060926,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXIV,--,,Spain,4.4,operating,2025.0,,,37.3051,-5.4475,exact,Andalucía,L100001053150,G100001060944,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXIX,--,,Spain,2.5,operating,2024.0,,,37.4345,-4.5378,exact,Andalucía,L100001053200,G100001060994,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXV,--,,Spain,2.3,operating,2017.0,,,37.2062,-5.0664,exact,Andalucía,L100001053151,G100001060945,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXVI,--,,Spain,3.7,operating,2017.0,,,38.1384,-3.167,exact,Andalucía,L100001053175,G100001060969,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXVII,--,,Spain,6.8,operating,2017.0,,,38.3227,-4.6434,exact,Andalucía,L100001053177,G100001060971,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXVIII,--,,Spain,17.2,operating,2022.0,,,37.5481,-6.1242,exact,Andalucía,L100001053192,G100001060986,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXX,--,,Spain,3.2,operating,2024.0,,,37.5249,-5.0295,exact,Andalucía,L100001053202,G100001060996,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXI,--,,Spain,3.1,operating,2019.0,,,38.2984,-5.2871,exact,Andalucía,L100001053211,G100001061005,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXII,--,,Spain,2.3,operating,2023.0,,,37.4539,-3.877,exact,Andalucía,L100001053217,G100001061011,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXIII,--,,Spain,2.5,operating,2017.0,,,37.3806,-4.4972,exact,Andalucía,L100001053223,G100001061017,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXIV,--,,Spain,2.7,operating,2017.0,,,37.3251,-6.2888,exact,Andalucía,L100001053230,G100001061024,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXIX,--,,Spain,2.8,operating,2017.0,,,38.2889,-5.2609,exact,Andalucía,L100001053310,G100001061104,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXV,--,,Spain,3.1,operating,2017.0,,,37.3204,-5.4327,exact,Andalucía,L100001053232,G100001061026,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXVI,--,,Spain,1.3,operating,2017.0,,,37.7289,-6.1358,exact,Andalucía,L100001053242,G100001061036,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXVII,--,,Spain,7.3,operating,2018.0,,,37.5264,-5.1745,exact,Andalucía,L100001053256,G100001061050,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CLXXXVIII,--,,Spain,1.0,operating,2023.0,,,38.0158,-3.9884,exact,Andalucía,L100001053285,G100001061079,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CVII,--,,Spain,16.4,operating,2017.0,,,37.5996,-4.6956,exact,Andalucía,L100001010161,G100001011531,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXC,--,,Spain,3.1,operating,2017.0,,,37.459,-5.8996,exact,Andalucía,L100001053321,G100001061115,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCI,--,,Spain,4.2,operating,2017.0,,,37.4404,-6.2117,exact,Andalucía,L100001053323,G100001061117,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCII,--,,Spain,2.1,operating,2017.0,,,37.7017,-5.4167,exact,Andalucía,L100001053330,G100001061124,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCIII,--,,Spain,1.1,operating,2024.0,,,38.2879,-5.2002,exact,Andalucía,L100001053347,G100001061141,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCIV,--,,Spain,9.6,operating,2023.0,,,38.3616,-2.7963,exact,Andalucía,L100001053351,G100001061145,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCIX,--,,Spain,2.4,operating,2017.0,,,38.373,-5.0115,exact,Andalucía,L100001053405,G100001061199,GEM Global Solar Power Tracker Feb-2026
Andalusia solar project CXCV,--,,Spain,2.2,operating,2017.0,,,37.1148,-2.5666,exact,Andalucía,L100001053352,G100001061146,GEM Global Solar Power Tracker Feb-2026
